Date/Time of Report: 3/16/2025 16:22:34,,,,,,,,,
Requester: CSTN01-1 - Oper,,,,,,,,,
Filter Applied: Event Time: Live,,,,,,,,,
Sort Criteria: ,,,,,,,,,
Server: ESV-01B,,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,
3/16/2025 7:04:21.100,1200,FIC1203,PVLOLO,,J 00,PU1203B FLOW,44.3270721435547,m3/h,
3/16/2025 7:04:11.200,1200,FIC1203,PVLOW,,J 00,PU1203B FLOW,48.9169185638428,m3/h,
3/16/2025 7:02:09.600,1300,FIC1305,PVLOW,,J 00,VCM FLOW CONTROLLER,0,0,
3/16/2025 7:01:53.923,1800,FIC1801,PVLOW,ACK,,HE1803 INLET,,,
3/16/2025 7:01:47.600,1800,FIC1801,PVLOW,,L 00,HE1803 INLET,0.897558212280273,m3/h,
3/16/2025 7:01:19.180,1300,TIC1301B,DEVHI,ACK,,RE1301B,,,
3/16/2025 7:01:12.000,1300,TIC1301B_DEV,OFFNRM,,J 00,TIC1301B DEVIATION HIGH,ON,,
3/16/2025 7:01:11.300,1300,TIC1301B,DEVHI,,L 00,RE1301B,0.660016651576157,DegC,
3/16/2025 7:00:50.200,1100,CATALYST_B,State Change,,J 00,SCM,Idle,,
3/16/2025 7:00:49.000,1100,CATALYST_B,End,,J 00,SCM,,,
3/16/2025 7:00:49.900,1100,CATALYST_B,State Change,,J 00,SCM,Complete,,
3/16/2025 7:00:47.700,1100,CATWASH_B,State Change,,J 00,SCM,Running,,
3/16/2025 7:00:47.200,1100,CATWASH_B,Start,,J 00,SCM,,,
3/16/2025 6:59:52.800,1300,TIC1301B,DEVLOW,OK,J 00,RE1301B,-0.497461949245874,DegC,
3/16/2025 6:57:42.600,01,EIP0316R,OFFNRM,,J 00,BPO017 B REPORT REQUEST,ON,,
3/16/2025 6:56:34.444,1500,HC1502,CHANGE,,,AUTOMANA.OP,60,%,
3/16/2025 6:56:33.147,1500,HC1502,CHANGE,,,AUTOMANA.OP,60,%,
3/16/2025 6:56:33.070,1500,HC1502,CHANGE,,,AUTOMANA.OP,61,%,
3/16/2025 6:56:32.006,1500,HC1502,CHANGE,,,AUTOMANA.OP,62,%,
3/16/2025 6:56:32.673,1500,HC1502,CHANGE,,,AUTOMANA.OP,63,%,
3/16/2025 6:56:31.001,1500,HC1502,CHANGE,,,AUTOMANA.OP,64,%,
3/16/2025 6:56:31.328,1500,HC1502,CHANGE,,,AUTOMANA.OP,65,%,
3/16/2025 6:56:30.607,1500,HC1502,CHANGE,,,AUTOMANA.OP,66,%,
3/16/2025 6:56:29.536,1500,HC1502,CHANGE,,,AUTOMANA.OP,65,%,
3/16/2025 6:53:56.488,1500,HC1502,CHANGE,,,AUTOMANA.OP,64,%,
3/16/2025 6:53:56.120,1500,HC1502,CHANGE,,,AUTOMANA.OP,64,%,
3/16/2025 6:53:55.294,1500,HC1502,CHANGE,,,AUTOMANA.OP,63,%,
3/16/2025 6:53:55.205,1500,HC1502,CHANGE,,,AUTOMANA.OP,62,%,
3/16/2025 6:53:54.741,1500,HC1502,CHANGE,,,AUTOMANA.OP,61,%,
3/16/2025 6:52:34.800,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,OK,H 15,,Channel_18_B,,
3/16/2025 6:51:56.014,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,ACK,,,,,
3/16/2025 6:51:32.700,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,,H 15,,Channel_18_B,,
3/16/2025 6:49:10.400,1200,FIC1203,PVLOW,OK,J 00,PU1203B FLOW,52.8608264923096,m3/h,
3/16/2025 6:49:01.300,1200,FIC1203,PVLOLO,OK,J 00,PU1203B FLOW,48.2150909423828,m3/h,
3/16/2025 6:48:40.736,1400,FQ1407,CHANGE,,,Totalizer.COMMAND,RESET,,
3/16/2025 6:48:31.000,1800,LIC1802,PVLOW,OK,L 00,VE1802,0.105171995162964,m,
3/16/2025 6:48:23.400,1300,FIC1305,PVLOW,OK,J 00,VCM FLOW CONTROLLER,182.670265197754,0,
3/16/2025 6:48:20.551,1100,EI1104,BAD PV,ACK,,PU1104 CURRENT,,,
3/16/2025 6:48:14.000,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,,
3/16/2025 6:48:14.500,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,,
3/16/2025 6:47:26.200,1100,EI1104,BAD PV,OK,L 00,PU1104 CURRENT,166.743118286133,amp,
3/16/2025 6:47:24.200,1100,EI1104,BAD PV,,L 00,PU1104 CURRENT,1.#QNAN,amp,
3/16/2025 6:47:19.600,1200,PI1280,PVLOW,OK,J 00,PU1203B DISCHARGE PRESS,8.73966079711914,kg/cm2G,
3/16/2025 6:46:54.839,1400,XSV1428,CHANGE,,,devctla.gop,S0,,
3/16/2025 6:46:50.934,1400,FIC1407,CHANGE,,,PIDA.OP,0,%,
3/16/2025 6:46:44.400,01,EIP0313R,OFFNRM,,J 00,BPO014 B REPORT REQUEST,ON,,
3/16/2025 6:45:51.100,01,OP_SUPER_B,Release,,J 00,AG2FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:45:51.800,01,OP_SUPER_B,End of Control,,J 00,AG2FEED_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:45:50.100,1100,AG2FEED_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:45:49.600,1100,AG2FEED_B,End,,J 00,SCM,,,
3/16/2025 6:45:49.600,1100,AG2FEED_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:45:14.433,1400,FIC1407,CHANGE,,,PIDA.OP,50,%,
3/16/2025 6:45:11.060,1400,FIC1407,CHANGE,,,pida.mode,MAN,,
3/16/2025 6:45:05.593,1400,XSV1428,CHANGE,,,devctla.gop,S1,,
3/16/2025 6:45:04.564,1400,XSV1428,CHANGE,,,devctla.modeattr,OPERATOR,,
3/16/2025 6:44:51.072,1400,FQ1407,CHANGE,,,Totalizer.COMMAND,START,,
3/16/2025 6:44:21.600,01,OP_SUPER_B,Release,,J 00,CH18FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:44:21.400,01,OP_SUPER_B,End of Control,,J 00,CH18FEED_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:44:20.600,1100,CH18FEED_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:44:19.600,1100,CH18FEED_B,End,,J 00,SCM,,,
3/16/2025 6:44:19.500,1100,CH18FEED_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:42:37.500,01,OP_SUPER_B,Release,,J 00,AG1FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:42:37.200,01,OP_SUPER_B,End of Control,,J 00,AG1FEED_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:42:36.800,1100,AG1FEED_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:42:35.100,1100,AG1FEED_B,End,,J 00,SCM,,,
3/16/2025 6:42:35.100,1100,AG1FEED_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:42:24.300,01,OP_SUPER_B,Release,,J 00,AIRFEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:42:24.000,01,OP_SUPER_B,End of Control,,J 00,AIRFEED_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:42:23.600,1100,AIRFEED_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:42:22.700,1100,AIRFEED_B,End,,J 00,SCM,,,
3/16/2025 6:42:22.600,1100,AIRFEED_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:42:22.400,1100,CATALYST_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:42:22.600,1100,CATALYST_B,Start,,J 00,SCM,,,
3/16/2025 6:42:22.800,01,EIP0315R,OFFNRM,,J 00,BPO016 B REPORT REQUEST,ON,,
3/16/2025 6:42:03.300,01,EIP0307R,OFFNRM,,J 00,BPO008 B REPORT REQUEST,ON,,
3/16/2025 6:40:36.300,01,EIP0312R,OFFNRM,,J 00,BPO013 B REPORT REQUEST,ON,,
3/16/2025 6:40:36.200,01,EIP0308R,OFFNRM,,J 00,BPO009 B REPORT REQUEST,ON,,
3/16/2025 6:40:35.700,01,EIP0309R,OFFNRM,,J 00,BPO010 B REPORT REQUEST,ON,,
3/16/2025 6:40:18.300,1300,IDEALCURVEA,ACTIVE,,J 00,REACTOR IDEAL TEMP CURVE,,,
3/16/2025 6:40:17.500,1300,IDEALCURVEA,INACTV,,J 00,REACTOR IDEAL TEMP CURVE,,,
3/16/2025 6:40:16.300,1200,HWCURVEA,ACTIVE,,J 00,HW CURVE DATA VS FLOW,,,
3/16/2025 6:40:14.700,1300,TIC1301B_DEV,OFFNRM,OK,J 00,TIC1301B DEVIATION HIGH,OFF,,
3/16/2025 6:40:13.500,1300,TIC1301B,DEVHI,OK,L 00,RE1301B,-17.0497078339697,DegC,
3/16/2025 6:40:13.400,1300,TIC1301B,DEVLOW,,J 00,RE1301B,-17.0497078339697,DegC,
3/16/2025 6:40:10.100,01,OP_SUPER_B,Release,,J 00,AG3FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:10.800,01,OP_SUPER_B,End of Control,,J 00,AG3FEED_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:40:10.400,01,OP_SUPER_B,Release,,J 00,AG5FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:10.200,01,OP_SUPER_B,End of Control,,J 00,AG5FEED_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:40:09.500,1100,AG5FEED_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:40:09.800,1100,AG3FEED_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:40:08.900,1100,AG5FEED_B,End,,J 00,SCM,,,
3/16/2025 6:40:08.800,1100,AG5FEED_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:40:08.100,01,EIP0311R,OFFNRM,,J 00,BPO012 B REPORT REQUEST,ON,,
3/16/2025 6:40:08.300,1100,AG3FEED_B,End,,J 00,SCM,,,
3/16/2025 6:40:08.200,1100,AG3FEED_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:40:08.300,01,EIP0310R,OFFNRM,,J 00,BPO011 B REPORT REQUEST,ON,,
3/16/2025 6:40:07.400,1200,HWCURVEA,INACTV,,J 00,HW CURVE DATA VS FLOW,,,
3/16/2025 6:40:06.600,1300,TCON_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:06.100,1300,TCON_B,Start,,J 00,SCM,,,
3/16/2025 6:40:04.000,01,EVENT_SCM2A,ChOfSt,,J 00,AG2FEED_B_T1,ON,,
3/16/2025 6:40:04.900,01,EVENT_SCM2,ChOfSt,,J 00,AG1FEED_B_T1,ON,,
3/16/2025 6:40:04.600,01,EVENT_SCM2,ChOfSt,,J 00,AG3FEED_B_T1,ON,,
3/16/2025 6:40:03.000,01,EVENT_SCM1,ChOfSt,,J 00,CH18FEED_A_T1,OFF,,
3/16/2025 6:40:02.000,1100,VCMFEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.000,1100,VCMFEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.300,1100,AG1FEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.800,1100,AG1FEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.500,1100,AIRFEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.000,1100,AIRFEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.000,1300,HEATUP_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.300,1300,HEATUP_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.000,1100,AG5FEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.600,1100,AG5FEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.300,1100,PWFEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.700,1100,PWFEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.500,1100,CH18FEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.800,1100,CH18FEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.400,01,EVENT_SCM1B,ChOfSt,,J 00,CATWASH_A_T1,OFF,,
3/16/2025 6:40:02.100,01,EVENT_SCM1A,ChOfSt,,J 00,VCMFEED_A_T1,OFF,,
3/16/2025 6:40:02.600,01,EVENT_SCM1A,ChOfSt,,J 00,HEATUP_A_T1,OFF,,
3/16/2025 6:40:02.200,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:40:02.600,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:40:02.000,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:40:02.600,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:40:02.600,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:40:02.900,1100,AG3FEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.600,1100,AG3FEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.900,01,EVENT_SCM1,ChOfSt,,J 00,AVCHK_A_T1,OFF,,
3/16/2025 6:40:02.500,01,EVENT_SCM1,ChOfSt,,J 00,AG1FEED_A_T1,OFF,,
3/16/2025 6:40:02.100,01,EVENT_SCM1,ChOfSt,,J 00,AG2FEED_A_T1,OFF,,
3/16/2025 6:40:02.500,01,EVENT_SCM1,ChOfSt,,J 00,AG3FEED_A_T1,OFF,,
3/16/2025 6:40:02.100,01,EVENT_SCM1,ChOfSt,,J 00,AFCOAT_A_T1,OFF,,
3/16/2025 6:40:02.600,01,EVENT_SCM1,ChOfSt,,J 00,POLYCHK_A_T1,OFF,,
3/16/2025 6:40:02.200,01,EVENT_SCM1,ChOfSt,,J 00,AVPW_A_T1,OFF,,
3/16/2025 6:40:02.600,01,EVENT_SCM1,ChOfSt,,J 00,AIRTOVCM_A_T1,OFF,,
3/16/2025 6:40:02.300,1100,AG2FEED_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:40:02.000,1100,AG2FEED_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:40:02.200,01,OP_SUPER_B,Start of Control,,J 00,PWFEED_B;$330013f229a87e09-0005;PWFEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.600,01,OP_SUPER_B,Acquire,,J 00,PWFEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.900,01,OP_SUPER_B,Start of Control,,J 00,AG1FEED_B;$330013f229a87e09-0005;AG1FEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.500,01,OP_SUPER_B,Acquire,,J 00,AG1FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.800,01,OP_SUPER_B,Start of Control,,J 00,AG2FEED_B;$330013f229a87e09-0005;AG2FEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.400,01,OP_SUPER_B,Acquire,,J 00,AG2FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.700,01,OP_SUPER_B,Start of Control,,J 00,AG3FEED_B;$330013f229a87e09-0005;AG3FEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.400,01,OP_SUPER_B,Acquire,,J 00,AG3FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.700,01,OP_SUPER_B,Start of Control,,J 00,AG5FEED_B;$330013f229a87e09-0005;AG5FEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.300,01,OP_SUPER_B,Acquire,,J 00,AG5FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.700,01,OP_SUPER_B,Start of Control,,J 00,CH18FEED_B;$330013f229a87e09-0005;CH18FEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.300,01,OP_SUPER_B,Acquire,,J 00,CH18FEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.500,01,OP_SUPER_B,Start of Control,,J 00,VCMFEED_B;$330013f229a87e09-0005;VCMFEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.100,01,OP_SUPER_B,Acquire,,J 00,VCMFEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.300,01,OP_SUPER_B,Start of Control,,J 00,HEATUP_B;$330013f229a87e09-0005;HEATUP_B,Idle;1;1;1,,
3/16/2025 6:40:02.000,01,OP_SUPER_B,Acquire,,J 00,HEATUP_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:02.300,01,OP_SUPER_B,Start of Control,,J 00,AIRFEED_B;$330013f229a87e09-0005;AIRFEED_B,Idle;1;1;1,,
3/16/2025 6:40:02.900,01,OP_SUPER_B,Acquire,,J 00,AIRFEED_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:01.500,01,OP_SUPER_B,Release,,J 00,AFCOAT_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:40:01.200,01,OP_SUPER_B,End of Control,,J 00,AFCOAT_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:40:00.300,01,EVENT_SCM1,ChOfSt,,J 00,CH18FEED_A_T1,ON,,
3/16/2025 6:40:00.000,1300,AFCOAT_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:39:59.200,01,EVENT_SCM1B,ChOfSt,,J 00,CATWASH_A_T1,ON,,
3/16/2025 6:39:59.400,01,EVENT_SCM1A,ChOfSt,,J 00,VCMFEED_A_T1,ON,,
3/16/2025 6:39:59.900,01,EVENT_SCM1A,ChOfSt,,J 00,HEATUP_A_T1,ON,,
3/16/2025 6:39:59.100,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:59.500,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:59.700,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:59.100,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:59.100,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:59.700,01,EVENT_SCM1,ChOfSt,,J 00,AVCHK_A_T1,ON,,
3/16/2025 6:39:59.800,01,EVENT_SCM1,ChOfSt,,J 00,AG1FEED_A_T1,ON,,
3/16/2025 6:39:59.100,01,EVENT_SCM1,ChOfSt,,J 00,AG2FEED_A_T1,ON,,
3/16/2025 6:39:59.300,01,EVENT_SCM1,ChOfSt,,J 00,AG3FEED_A_T1,ON,,
3/16/2025 6:39:59.600,01,EVENT_SCM1,ChOfSt,,J 00,AFCOAT_A_T1,ON,,
3/16/2025 6:39:59.600,01,EVENT_SCM1,ChOfSt,,J 00,POLYCHK_A_T1,ON,,
3/16/2025 6:39:59.500,01,EVENT_SCM1,ChOfSt,,J 00,AVPW_A_T1,ON,,
3/16/2025 6:39:59.600,01,EVENT_SCM1,ChOfSt,,J 00,AIRTOVCM_A_T1,ON,,
3/16/2025 6:39:59.600,1300,AFCOAT_B,End,,J 00,SCM,,,
3/16/2025 6:39:59.600,1300,AFCOAT_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:39:28.000,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:28.400,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:39:24.736,1400,FIC1405,CHANGE,,,PIDA.SP,11000,kg/h,
3/16/2025 6:39:23.046,1400,FIC1405,CHANGE,,,PIDA.SP,11200,kg/h,
3/16/2025 6:39:23.507,1400,FIC1405,CHANGE,,,PIDA.SP,11400,kg/h,
3/16/2025 6:39:22.920,1400,FIC1405,CHANGE,,,PIDA.SP,11600,kg/h,
3/16/2025 6:39:22.856,1400,FIC1405,CHANGE,,,PIDA.SP,11800,kg/h,
3/16/2025 6:39:20.315,1400,FIC1405,CHANGE,,,pida.mode,AUTO,,
3/16/2025 6:37:41.600,03,PI8108,PVLOW,OK,L 00,CW HEADER PRESS,3.80653045654297,kg/cm2G,
3/16/2025 6:32:37.365,03,PI8108,PVLOW,ACK,,CW HEADER PRESS,,,
3/16/2025 6:32:06.614,1500,PI1513,PVLOW,ACK,,DR1501 INSIDE,,,
3/16/2025 6:31:59.500,01,EIP0306R,OFFNRM,,J 00,BPO007 B REPORT REQUEST,ON,,
3/16/2025 6:31:47.200,1500,PI1513,PVLOW,,L 00,DR1501 INSIDE,366.849784851074,mmH2O,
3/16/2025 6:31:45.200,03,PI8108,PVLOW,,L 00,CW HEADER PRESS,3.69780456542969,kg/cm2G,
3/16/2025 6:31:31.500,1400,FIC1401,PVLOLO,OK,J 00,CO1401 SEAL,8.52014213562012,m3/h,
3/16/2025 6:31:31.400,1400,FIC1401,PVLOW,OK,J 00,CO1401 SEAL,8.52014213562012,m3/h,
3/16/2025 6:31:08.900,1300,QR1301B,BAD PV,OK,J 00,RE1301B QJ+QC,20386.4398198068,Mcal,
3/16/2025 6:31:08.500,1400,FIC1401,PVLOLO,,J 00,CO1401 SEAL,1.71708109974861,m3/h,
3/16/2025 6:31:08.400,1400,FIC1401,PVLOW,,J 00,CO1401 SEAL,1.71708109974861,m3/h,
3/16/2025 6:30:34.400,1300,FG1324B,PVLOLO,OK,J 00,CH2 LINE FPW FLOW,167.407245635986,,
3/16/2025 6:30:34.300,1300,FG1324B,PVLOW,OK,J 00,CH2 LINE FPW FLOW,167.407245635986,,
3/16/2025 6:30:34.017,1400,TIC1401,PVLOW,ACK,,VE1401,,,
3/16/2025 6:30:30.350,1300,TIC1301B,DEVHI,ACK,,RE1301B,,,
3/16/2025 6:30:26.200,1300,QR1301B,BAD PV,,J 00,RE1301B QJ+QC,1.#QNAN,Mcal,
3/16/2025 6:30:26.700,1300,TIC1301B_DEV,OFFNRM,,J 00,TIC1301B DEVIATION HIGH,ON,,
3/16/2025 6:30:25.700,1300,TIC1301B,DEVHI,,L 00,RE1301B,9.28349558027095,DegC,
3/16/2025 6:30:14.100,01,EVENT_SCM2A,ChOfSt,,J 00,INERT_B_T1,OFF,,
3/16/2025 6:30:14.900,1300,TIC1301B,DEVLOW,OK,J 00,RE1301B,9.33720426449336,DegC,
3/16/2025 6:30:12.200,01,EVENT_SCM1,ChOfSt,,J 00,CH18FEED_A_T1,OFF,,
3/16/2025 6:30:11.600,01,EVENT_SCM1B,ChOfSt,,J 00,CATWASH_A_T1,OFF,,
3/16/2025 6:30:11.000,01,EVENT_SCM1A,ChOfSt,,J 00,VCMFEED_A_T1,OFF,,
3/16/2025 6:30:11.900,01,EVENT_SCM1A,ChOfSt,,J 00,HEATUP_A_T1,OFF,,
3/16/2025 6:30:11.900,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:30:11.300,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:30:11.800,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:30:11.400,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:30:11.600,01,EVENT_SCM1A,OFFNRM,,J 00,,ON,,
3/16/2025 6:30:11.700,01,EVENT_SCM1,ChOfSt,,J 00,AVCHK_A_T1,OFF,,
3/16/2025 6:30:11.400,01,EVENT_SCM1,ChOfSt,,J 00,AG1FEED_A_T1,OFF,,
3/16/2025 6:30:11.000,01,EVENT_SCM1,ChOfSt,,J 00,CH18FEED_A_T1,ON,,
3/16/2025 6:30:11.800,01,EVENT_SCM1,ChOfSt,,J 00,AG2FEED_A_T1,OFF,,
3/16/2025 6:30:11.500,01,EVENT_SCM1,ChOfSt,,J 00,AG3FEED_A_T1,OFF,,
3/16/2025 6:30:11.200,01,EVENT_SCM1,ChOfSt,,J 00,AFCOAT_A_T1,OFF,,
3/16/2025 6:30:11.700,01,EVENT_SCM1,ChOfSt,,J 00,POLYCHK_A_T1,OFF,,
3/16/2025 6:30:11.400,01,EVENT_SCM1,ChOfSt,,J 00,AVPW_A_T1,OFF,,
3/16/2025 6:30:11.900,01,EVENT_SCM1,ChOfSt,,J 00,AIRTOVCM_A_T1,OFF,,
3/16/2025 6:30:11.800,1300,AFCOAT_B,State Change,,J 00,SCM,Running,,
3/16/2025 6:30:11.400,1300,AFCOAT_B,Start,,J 00,SCM,CHILD,,
3/16/2025 6:30:11.100,01,OP_SUPER_B,Start of Control,,J 00,AFCOAT_B;$330013f229a87e09-0005;AFCOAT_B,Idle;1;1;1,,
3/16/2025 6:30:11.400,01,OP_SUPER_B,Acquire,,J 00,AFCOAT_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:30:11.300,01,OP_SUPER_B,Release,,J 00,POLYCHK_B;$330013f229a87e09-0005,SYSTEM:SCM;1,,
3/16/2025 6:30:11.100,01,OP_SUPER_B,End of Control,,J 00,POLYCHK_B;$330013f229a87e09-0005,Idle;1;1;1,,
3/16/2025 6:30:10.000,1300,POLYCHK_B,State Change,,J 00,SCM,Idle,,
3/16/2025 6:30:10.300,01,EVENT_SCM1B,ChOfSt,,J 00,CATWASH_A_T1,ON,,
3/16/2025 6:30:10.000,01,EVENT_SCM1A,ChOfSt,,J 00,VCMFEED_A_T1,ON,,
3/16/2025 6:30:10.500,01,EVENT_SCM1A,ChOfSt,,J 00,HEATUP_A_T1,ON,,
3/16/2025 6:30:10.800,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:30:10.100,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:30:10.300,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:30:10.700,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:30:10.700,01,EVENT_SCM1A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 6:30:10.700,01,EVENT_SCM1,ChOfSt,,J 00,AVCHK_A_T1,ON,,
3/16/2025 6:30:10.700,01,EVENT_SCM1,ChOfSt,,J 00,AG1FEED_A_T1,ON,,
3/16/2025 6:30:10.900,01,EVENT_SCM1,ChOfSt,,J 00,AG2FEED_A_T1,ON,,
3/16/2025 6:30:10.300,01,EVENT_SCM1,ChOfSt,,J 00,AG3FEED_A_T1,ON,,
3/16/2025 6:30:10.600,01,EVENT_SCM1,ChOfSt,,J 00,AFCOAT_A_T1,ON,,
3/16/2025 6:30:10.500,01,EVENT_SCM1,ChOfSt,,J 00,POLYCHK_A_T1,ON,,
3/16/2025 6:30:10.400,01,EVENT_SCM1,ChOfSt,,J 00,AVPW_A_T1,ON,,
3/16/2025 6:30:10.500,01,EVENT_SCM1,ChOfSt,,J 00,AIRTOVCM_A_T1,ON,,
3/16/2025 6:30:09.400,1300,POLYCHK_B,End,,J 00,SCM,,,
3/16/2025 6:30:09.300,1300,POLYCHK_B,State Change,,J 00,SCM,Complete,,
3/16/2025 6:30:09.300,01,EIP0305R,OFFNRM,,J 00,BPO006 B REPORT REQUEST,ON,,
3/16/2025 6:30:07.400,01,EVENT_SCM1,ChOfSt,,J 00,CH18FEED_A_T1,OFF,,
3/16/2025 6:30:06.600,01,EVENT_SCM1B,ChOfSt,,J 00,CATWASH_A_T1,OFF,,
